1.86839175,0
1.87543721,1
2.17687721,1
0.89014083,1
1.15898256,1
1.30310821,1
1.37257618,1
1.57877247,1
1.13321332,1
1.34344176,1
1.43416935,1
2.71218028,0
3.72603220,1
2.22218262,1
1.22972753,1
1.78387344,1
2.00490145,1
1.38531570,1
1.56962245,1
0.85555612,1
2.66154334,1
2.59055468,1
1.35327206,1
1.20794975,1
1.09708585,0
7.22561645,1
1.06898336,0
16.21915869,1
11.57461605,0
1.67411346,1
1.18870780,1
5.75996226,0
1.21548295,1
1.45830112,0
1.25955281,1
2.23234609,1
2.05700641,1
1.74656629,1
3.02075250,1
1.42260342,1
0.86258189,1
1.03687530,1
1.08489847,1
1.17042398,1
1.00144747,1
0.92974720,1
1.77365521,1
1.82181906,1
1.71606532,0
2.82396775,1
1.34926912,1
10.78067856,1
1.65155627,1
3.66899905,1
1.60696692,1
2.37036491,1
6.88848544,1
1.08997317,1
2.07295341,1
0.98191894,1
3.05542316,1
1.85711105,1
3.29153185,1
3.98556272,1
1.66601910,1
2.34581720,1
2.58031482,1
1.04956174,1
3.16908881,1
3.21463515,1
1.65684691,0
1.96376195,1
1.45256860,1
2.30948209,1
1.26730432,1
2.01315451,1
3.54384128,1
1.03242575,1
1.77486739,1
1.58743257,1
2.44771775,0
7.21583149,1
5.56681871,1
1.34427864,1
1.76113798,1
1.46635279,1
2.33195440,1
1.22008116,1
2.67117381,1
2.13227722,1
2.87043152,1
3.01516212,1
0.91526972,1
2.06463024,1
1.19359885,1
2.75835905,1
0.79552125,1
1.63216083,1
1.04326440,1
1.13921165,1
0.86679556,1
1.35306746,1
1.10602856,1
0.88619990,1
1.29965453,1
1.40896293,1
1.55102746,1
2.44058607,1
2.57850429,1
4.37977939,0
0.97708641,1
4.54499563,1
0.78485956,1
1.40075732,1
1.47815196,1
1.79953274,1
0.88865954,1
2.55925140,1
0.93476790,1
2.23951858,1
14.13318355,1
10.45344514,1
2.35245635,1
2.72700748,1
0.71443249,1
1.16099323,1
2.47742023,1
2.11155158,1
0.78558427,1
2.29831793,1
1.00681651,1
1.75366169,1
1.40881879,0
1.34710315,1
1.30108717,0
2.49823946,1
1.21764546,1
2.02442847,1
1.39371939,0
1.50679567,1
0.83838219,1
1.74415646,1
1.56715919,1
1.97416420,1
1.19699600,1
2.53089137,1
1.26429586,1
1.97461919,1
1.54328122,0
4.15039703,1
2.35728111,1
1.70919753,1
1.68922119,1
1.44591901,1
1.61763111,1
2.05587340,1
1.59707301,1
2.48714681,1
2.44602873,0
2.37733102,1
0.89333202,1
2.46765460,1
1.64179084,1
2.97603174,1
2.05685063,1
5.05831734,1
0.89311765,1
1.10612621,1
5.64514252,1
1.21699471,1
0.85252133,1
2.47086633,1
1.54316772,1
1.89252395,0
1.27479167,1
1.02405191,1
1.10333337,1
2.99752262,1
3.55491898,0
3.30865707,1
1.39552323,1
2.72654152,1
2.19793609,0
1.36745458,1
0.83785610,1
2.86196261,1
3.00254130,1
9.19252196,1
2.50561649,1
3.51426384,1
4.89446140,1
2.54933764,1
2.66014609,1
2.01314767,1
1.14767559,1
1.48084031,1
1.21634642,1
1.09524581,1
5.82718416,1
2.44233038,1
0.77034118,1
2.35223184,1
1.55508436,1
2.19423786,1
1.23617262,1
0.78068825,1
9.78271009,1
2.28309831,1
1.51838615,1
6.52302000,1
1.60555992,1
0.67142804,1
1.17660006,1
2.90554402,1
1.58882760,1
3.11475605,1
1.10407422,1
2.33550339,1
1.38772695,1
2.08043665,1
8.04339438,1
3.10090833,1
2.29872266,1
1.96545174,1
1.24179673,0
1.36071708,1
1.73644421,1
1.21897317,1
1.58651884,0
3.97985510,1
1.20942940,1
1.17108881,1
1.82502312,0
1.64962296,1
1.51069268,1
3.42150093,1
1.63065829,1
1.68812244,1
2.36192424,1
2.07187207,1
1.41009807,0
1.98902605,1
7.11824830,1
0.92303443,1
2.01805068,0
1.23054166,1
3.63278775,1
0.89645989,1
1.40242258,1
3.05770283,1
1.59881046,1
1.16405963,1
3.19087547,1
2.72718179,1
1.14248773,0
1.01714593,1
1.03224948,1
1.29034507,1
1.09833115,1
1.01887888,1
1.30541370,1
1.36993519,1
1.88480432,0
1.77968870,1
1.60831215,1
1.05408846,1
3.01148601,0
0.97824972,1
1.90047924,0
1.12225862,1
1.10863784,1
0.89077964,1
1.76838180,1
2.37263450,1
1.78892076,1
1.54507531,1
0.88864146,1
1.12933739,1
1.54962652,0
1.58278888,1
1.18738071,1
1.99393416,1
2.79206221,1
8.51946598,1
1.53969080,1
0.71426408,1
10.37705466,1
1.63958881,0
1.36819692,1
1.21522320,1
0.76452140,1
1.23811834,1
1.48011642,1
9.88643692,1
3.89840877,1
1.39245383,1
1.82782693,1
3.40653700,1
3.47644624,1
1.78399189,1
0.94698133,1
1.11193737,1
2.49035118,1
1.20642153,1
1.26734444,0
1.21807417,1
2.55865826,0
1.31244528,1
3.18730010,1
1.56697959,1
0.87857830,1
1.99306001,1
2.98897368,1
0.66477842,1
0.91490228,1
1.57364044,1
1.54834054,1
1.48874669,1
1.90041673,1
0.73653999,1
1.28472028,1
1.97603095,1
1.70728420,1
4.50114453,1
1.78393872,1
2.03056190,1
2.12836211,1
2.08775879,1
6.41345853,1
1.51444796,1
4.17957408,1
3.37737671,1
1.14999965,1
2.38424413,1
2.79607529,1
1.21991448,1
1.68291787,1
1.70236813,1
0.81637990,1
3.11038962,1
3.88779861,0
1.37243065,1
1.34606009,1
1.51233389,1
1.09597938,1
0.71144260,1
0.82121471,0
1.57328146,1
1.26041072,1
1.74200011,1
1.30406769,1
1.24647031,1
2.92086194,1
0.54307623,1
1.67427500,1
1.22082629,1
1.78900142,1
0.67448102,1
0.83189632,1
2.33642577,1
2.71456505,1
3.20439856,1
0.66539980,1
1.60768004,1
1.18940992,1
2.07792740,1
0.66661815,1
2.03231458,1
1.07524936,0
1.22236239,1
0.76973180,0
1.81925354,1
2.05513914,1
1.11316393,1
1.99853662,0
5.08495674,1
1.35104661,0
3.60460827,1
2.59708824,1
1.22086960,1
2.45684376,1
2.13712868,1
1.45807303,1
1.25679895,1
2.26671080,0
9.49790573,1
1.52299550,1
1.24466701,1
1.00020010,1
0.86999496,1
2.53452851,1
2.12966277,1
1.82254465,1
0.90563251,1
0.93220607,0
1.05002090,1
1.84780160,1
1.04405465,1
0.45649171,1
5.29018360,1
3.05909950,1
1.95867641,1
2.46666312,1
1.98302320,1
2.27207685,0
2.27720043,1
1.32161437,1
1.04843303,1
1.43412086,1
1.54978903,1
2.67667996,1
0.98128649,1
1.36373749,1
2.74431756,1
0.73590195,0
2.06108075,1
3.14299780,1
1.18399566,0
1.77393029,1
1.07388955,1
1.78862946,1
3.39258761,1
2.18921301,1
0.88608640,1
2.43917202,1
3.33681301,1
2.35539281,0
8.47054272,1
1.60207158,1
8.27089006,1
1.43346219,1
2.25531381,1
2.03838095,1
1.48619050,1
1.74258085,0
2.01526631,1
1.08313757,1
1.58524381,1
1.10331079,1
1.32374967,1
6.37837231,1
0.61986374,1
1.22346053,1
0.84848180,1
2.08589324,0
1.27851218,1
1.42493189,1
0.82244746,1
8.43909984,1
1.91692404,1
1.73516436,1
2.95366175,1
1.77444735,1
1.38768214,1
1.24405080,1
1.00653710,1
1.46851215,1
2.22581448,1
8.10366200,1
1.82379726,0
1.61516538,1
1.49355890,1
2.40700439,1
2.10379904,1
7.25577769,1
1.38732309,1
0.76585208,1
4.49528946,1
2.85002424,0
1.73966372,1
2.04587871,0
0.90973140,1
1.49458681,1
1.65935186,1
2.73284602,1
1.49762656,1
3.22428579,1
1.75908186,1
5.81490280,1
1.73121282,1
1.05552770,0
2.93427058,1
0.83556381,1
4.28627925,1
0.69515341,1
2.58413040,1
2.41223481,1
3.67366697,1
2.36834022,0
1.36427874,1
2.59059925,1
1.18266410,1
0.80195775,1
2.33694515,1
2.10773275,0
2.88094105,1
1.39101030,1
1.90592208,1
3.03171679,1
0.90558194,1
2.26374035,0
3.08353495,0
1.10430547,0
1.56567103,1
3.67305841,1
1.42161310,1
2.17442876,1
1.34455634,1
1.30495930,1
3.11949632,0
0.93663703,1
3.82066426,1
3.14826822,0
2.33938606,1
2.11875760,1
1.96994776,1
1.17381245,1
2.04636024,1
1.55417089,1
1.69542500,1
0.96429323,1
4.38278200,1
1.66796544,1
1.15722174,1
3.04281226,1
1.95757784,1
4.29863027,1
1.61908636,1
2.07152136,1
2.35160607,1
1.67509334,1
2.13928426,1
2.98261585,1
2.35699372,1
1.54241005,1
1.39435023,1
2.43002479,1
1.77460808,1
0.93603774,1
2.55020275,1
1.31760453,1
1.73424009,1
2.15706553,1
1.38851724,1
0.97856160,0
1.57437703,1
1.41321577,1
1.73663994,0
1.98214672,1
1.65618343,1
1.04925933,1
2.43184560,1
2.21570741,0
0.88321613,1
2.61936677,0
1.94381774,1
1.92542434,1
1.23031506,1
1.32407189,0
1.82915154,1
1.42405008,1
1.83045627,1
1.27598228,1
1.44246268,1
1.43444520,0
6.32193126,1
1.08832845,1
1.22518470,1
2.54227134,1
2.47232686,1
8.36527847,1
1.01153777,1
0.90960673,1
1.04771274,1
0.95717572,1
1.31561005,1
3.13411108,0
2.73635034,1
1.96994801,1
1.34184520,1
1.31763414,1
2.38501574,1
1.42298295,1
2.27883376,1
1.57517175,0
1.40534911,1
1.20116414,1
1.12078190,1
1.28598200,0
1.86382487,1
1.51939083,1
2.39263988,1
1.24786263,1
1.16542531,1
0.97268161,1
1.49341330,0
1.71733584,1
1.75689873,1
1.38574844,1
1.09605311,1
1.38481971,1
1.64169673,1
2.36808314,0
1.38004349,1
0.97192670,1
2.20534235,1
1.89051664,0
1.62592820,1
1.46424015,1
0.70464735,1
3.02478781,0
2.10124277,1
0.92883070,1
2.04775270,1
2.34447504,1
3.20124025,1
1.57445465,1
1.29527130,1
0.71957759,1
4.87286912,1
4.90891371,1
1.09823129,1
1.74654848,1
5.35604230,0
1.91384431,1
2.54213305,1
6.99241384,0
2.10780828,1
2.00283565,1
3.03754069,1
1.18223076,0
1.27492306,0
2.64746032,1
1.39334859,1
1.00928791,1
1.39362856,0
1.15895907,1
1.14709663,1
0.54617565,1
1.74836114,1
1.91344380,1
1.44388057,0
3.95946754,1
4.79274951,0
3.31795400,0
3.55887990,0
0.86542552,1
1.37154081,1
0.61109118,1
2.04119291,1
1.38550787,0
1.61212302,1
1.34100810,1
1.06057293,1
0.97910572,1
1.71233352,1
2.36610676,1
3.81309524,1
2.58899866,1
2.72292728,0
1.82600021,1
1.99902297,1
1.19906839,1
1.31512475,1
2.33548069,1
2.30355323,0
1.13427745,1
2.34965655,1
1.37077080,1
3.20301183,1
4.74445750,0
0.55434151,1
1.31360550,1
1.97526949,1
1.41311055,1
1.19702966,1
1.35625605,1
3.45954328,1
0.64267132,1
3.33358334,1
1.80907622,1
5.82769372,1
1.58751196,1
1.95979264,1
2.26114260,1
1.10612821,1
1.36148897,1
1.43886886,1
2.38531874,1
3.65424571,1
1.36709577,0
0.86349763,1
1.27414421,1
2.21951412,1
1.68351326,1
1.28761958,1
1.18314344,1
3.72119937,1
0.99045455,1
1.37765542,1
1.48384011,1
1.95999090,1
1.15650938,1
1.92394594,1
1.78512364,0
2.41066759,1
1.63044967,1
0.89019619,1
1.26150003,1
1.03733566,1
1.36556679,1
1.61663898,1
2.93174588,0
1.81374546,1
1.53186371,1
2.50538325,1
2.23384148,1
7.20829977,1
2.70963005,1
4.47953536,1
1.90298957,0
5.97401063,1
1.19866800,1
1.65092005,1
2.93066924,1
1.16776771,1
2.98600157,1
1.49859554,1
1.18307221,1
2.37610214,0
1.85189785,1
1.83910372,1
3.22259206,1
3.61415759,1
4.14177649,1
4.44983594,1
2.41465268,1
1.80011942,1
1.29025036,1
1.56239705,1
1.39258173,0
1.22971482,1
1.82892951,1
2.26603544,1
2.39112058,1
1.13878271,1
3.20823853,1
0.68232394,1
1.41334391,0
1.43882228,0
1.46783776,1
2.89878528,1
1.10907411,1
1.13281064,1
1.81271344,1
1.71552449,1
7.93432256,1
5.66808197,1
1.99951373,1
2.64782130,1
1.54112220,0
0.91591732,1
2.37594537,1
2.00443883,1
1.06897928,1
1.25890731,1
1.51164457,1
1.43532477,1
1.46071918,1
3.54044906,1
2.81675195,0
1.72184909,1
8.91982750,1
1.55005853,1
3.52901399,1
2.32820698,1
1.39804709,1
1.41509636,1
1.75723441,0
0.93381344,1
1.50923166,1
1.87530644,1
1.34557530,1
0.93951499,1
2.26520363,0
3.18935503,1
1.03148425,1
1.72207668,1
1.44620584,0
1.30596371,1
2.73652952,1
1.01690644,1
1.22795076,0
1.44824464,1
2.80510200,1
2.04516085,1
1.78086864,1
1.95798299,1
1.70116477,1
1.83219056,1
1.13965669,1
1.71819927,0
1.64099463,1
1.21735324,1
1.51748914,1
1.51231098,1
1.01422267,1
1.10984340,1
1.27347746,1
1.18601422,1
2.31798192,1
1.09411674,1
1.52139772,1
2.10516938,1
6.23700485,1
1.64566372,1
2.23911633,1
2.08200418,1
1.23624030,1
2.24468413,1
0.94243318,1
1.47991175,1
0.71100764,1
1.08697637,1
1.25130912,1
1.41930978,1
5.18809167,1
1.00575047,0
2.71961017,0
1.82728983,1
2.23963433,1
1.05077203,1
0.99493670,0
1.15902414,1
1.45007927,1
0.95026435,1
1.55221447,0
2.97481478,1
0.76670209,1
1.07036791,1
1.32336980,1
3.21225699,1
1.49453605,1
1.86116584,0
1.16196812,1
5.39691828,1
2.14897723,0
3.48124724,1
2.56833103,0
1.28646818,1
2.10439330,0
1.10235813,1
1.38546769,1
0.64632249,1
1.37541303,0
3.28384835,1
1.33784394,1
2.29166344,1
1.03289146,1
2.73201653,1
1.29844325,1
1.97579428,0
2.13093188,1
1.84096123,0
0.82643467,0
1.00390208,1
3.76203839,0
1.89507407,0
1.94269542,1
1.63565133,1
1.10608710,1
0.51329734,1
8.01921826,1
1.53746008,1
11.79527493,1
2.13449045,1
1.51346348,1
1.28349546,1
0.74362136,1
3.34875226,0
1.48577294,1
1.37520503,1
2.22826863,1
1.61462389,1
1.28179225,0
2.31561815,1
1.70469129,0
0.99043764,1
0.76583142,1
1.73016508,1
2.57390494,1
1.08505972,1
1.85054082,0
2.20823040,1
1.58125866,1
1.19685660,1
6.46132926,1
4.61023005,1
1.59594054,1
2.41028484,0
1.50255674,1
1.61180711,1
1.51595836,0
2.63822943,1
1.25939835,1
1.22477156,1
1.52007128,1
2.35127432,1
2.25325195,1
1.62234287,1
1.77869296,1
2.17320476,1
1.22736784,1
1.95525305,1
1.14291360,1
2.01051820,0
4.43526249,0
1.24820592,1
1.70685949,1
0.98398121,1
0.82110831,1
1.07362812,1
1.49248906,1
1.03479562,1
1.72106871,1
1.82239818,1
2.01019854,1
2.21413023,1
1.57417534,1
1.75326884,1
2.04016064,1
1.56927211,1
1.87050708,1
1.50189590,0
2.90772372,1
1.75917662,1
0.99858393,1
2.67747772,1
1.21355848,1
1.61672534,1
1.16677943,1
0.91336975,1
3.24564727,1
1.38378955,0
9.99811876,1
1.31786325,1
2.04570510,0
1.36905619,1
4.53955441,1
2.83146714,1
9.71355720,1
1.43622924,1
1.12852405,1
2.44404445,1
2.05851559,1
1.52257686,1
1.37825357,1
1.79184491,1
3.56369078,1
1.39928768,1
1.95103796,1
1.20118710,1
1.49961376,1
1.34503899,1
1.70023956,0
1.50385279,1
1.94417748,0
2.92873077,1
1.65116908,1
5.08093932,1
1.70483003,1
2.61119433,1
1.49712153,1
1.57630127,1
1.81114348,0
1.91546621,1
1.20045541,1
3.35487632,1
1.23447230,1
1.01045777,1
1.69277743,1
4.87934834,1
1.52296209,1
1.93231638,0
2.96641461,1
1.79451849,1
2.69380798,1
2.23186273,1
1.85353922,1
2.04925108,1
2.45550019,1
2.25984964,0
1.50173705,1
0.85342490,1
1.65073010,1
5.22417491,0
0.72275114,1
1.28740141,1
1.41945643,1
1.50373315,1
1.05925164,1
4.03468936,0
1.37818888,1
1.32722193,1
3.62295208,1
1.35701947,1
1.13350109,1
2.28994231,0
2.87980586,1
1.69394291,1
10.98781684,1
1.23110743,1
0.77631755,1
1.65635158,1
2.80674001,0
1.66599862,1
1.65911926,1
0.85679812,1
3.09415645,1
2.80509019,0
1.32086311,1
1.81101014,1
1.22327231,1
4.00849284,0
1.84975281,0
1.61201215,1
0.61799104,1
1.01066602,1
2.88294355,1
5.09412570,1
1.57598717,0
0.84294498,1
7.35942326,0
3.03779529,1
2.49943052,1
1.40798876,0
1.55946113,1
1.15023839,1
0.85574035,1
2.27916927,1
2.02492889,1
2.24980054,1
1.78754506,1
4.46350457,1
1.30393321,1
1.71595236,1
1.43385035,1
2.60242074,1
1.71078468,1
2.69574665,1
2.34984385,0
1.04872392,1
1.10520999,1
1.63764687,1
1.78658206,1
2.08669531,1
1.52330915,1
1.75615376,1
2.08441800,0
1.41210634,0
1.13819601,1
0.76570365,1
2.31430141,1
1.65614971,1
2.91230268,1
0.81866073,1
1.34055995,1
1.68636275,1
1.11528765,1
1.04509112,1
1.10760757,0
1.24496737,1
2.10192954,1
2.07914559,1
1.63435155,1
5.91973006,0
2.88190322,1
2.88947037,1
1.93424292,1
1.84758144,0
2.06182849,0
0.79418973,1
1.79251892,1
1.90053374,1
0.46574606,1
1.49895502,1
1.90964515,1
1.64312031,0
1.41345010,0
1.53375352,0
1.42198358,1
2.43345334,1
1.70164194,1
2.15666704,1
1.56716218,1
1.11245857,1
2.59842173,1
16.21690451,0
1.14318332,1
1.47906069,1
1.37126331,1
1.99404302,1
3.15862611,1
1.50927159,1
1.99457432,0
3.10788559,1
0.60875094,1
1.48528807,1
3.02464097,1
1.44978492,1
1.14620000,1
1.63514007,0
0.59807443,1
1.26149125,1
0.73492542,1
0.77402682,1
1.68160772,1
2.86003177,1
0.73185364,1
2.36626587,1
