3.68710310,0.04258383,2.84518000,3.73532337,1.67581360,-0.10341201,2.18345668,0.52558394,1.68153721,2.23122255,0.02951329,0.84006946,-0.12420023,-0.08891165,4.25944766,3.60733748,1.25897530,9.99022749,3.88211346,1.84048067
6.17915847,0.02134341,1.46845957,0.82750836,-0.08840208,-0.07949101,1.38920841,1.59126227,1.30189847,8.20030242,0.01470620,1.90088250,0.13747687,0.05354454,2.76517005,4.20793933,1.60051924,12.22055007,2.39266464,1.78419458
0.24067538,0.06455877,2.58173827,1.42638341,-0.04893250,0.97062796,1.92742297,1.93637377,-0.05505848,1.25814605,0.06351880,2.83786079,0.43056262,-0.01207637,2.79455854,0.73225821,4.56853987,0.57183634,0.35884916,1.07073372
0.13519679,0.06576426,2.76224886,6.54635181,0.21343365,0.83960382,1.27110761,0.16416830,-0.10198971,0.20242603,0.06374139,2.32349069,1.10223132,0.21375054,1.31952245,1.60895138,3.92418254,0.72996779,0.88262286,6.23215694
2.20686507,0.06436364,6.18971264,3.70277769,-0.02367078,0.22471211,5.03783540,0.66296277,-0.01592047,0.23346021,0.05602198,2.72663089,0.09053930,0.45598987,6.14123526,3.30738962,6.47176830,2.30198486,0.10932513,0.33618002
3.35571088,0.04873422,3.03670076,5.77741760,0.20706720,0.43814176,2.77167981,1.37964067,0.52813971,4.29941405,0.02639344,2.53670626,0.14786631,-0.01433271,2.35116662,3.50707135,4.59654975,8.25972717,1.32067434,4.01596198
0.13546139,0.07144976,3.36550773,8.27668354,1.29373162,1.13817496,2.17213296,0.04520698,0.17426397,0.04409167,0.07229742,1.40626325,0.71406187,0.51659407,1.79912589,1.35217333,3.51879149,0.59964042,2.03961667,6.22783222
3.16746789,0.07157383,3.74119057,8.65745833,2.38813172,0.20958357,2.20065673,0.15318628,1.81440328,1.45511223,0.07039466,1.30685915,0.27098315,0.13102200,4.45138557,4.52208888,2.92070129,10.04288784,5.50515174,6.87545889
0.30033660,0.06880278,2.96894604,5.66961239,0.81670066,0.23847012,1.78032206,-0.06290132,0.03957580,-0.01029446,0.07564466,0.38211955,0.55213202,0.38964197,1.14350726,1.27738255,1.90272404,0.08912954,1.43473670,3.95090937
-0.13449230,0.05581845,3.23422903,-0.09035644,0.05006903,1.70571279,1.82685009,3.24849857,-0.04526508,0.62024897,0.04508022,4.41638340,0.38001536,0.12423335,5.88931707,1.39522711,5.95514821,1.66267650,0.90536922,-0.01579247
2.35465477,0.07135301,3.49939537,8.72251352,3.03173452,0.33686900,2.69864873,-0.02434502,1.94223456,-0.06241120,0.07048528,0.18578271,0.02308858,0.35651808,3.72965189,2.52220564,1.33755673,8.17048881,4.92308693,5.49032375
-0.02300007,0.05212675,0.51898144,1.09795369,0.06659640,0.29855697,-0.09911405,0.68954781,0.07702122,0.81770073,0.05707974,2.10516066,0.91237939,0.05841043,2.23941247,1.40742158,1.31708039,2.77882484,1.72173158,3.52047521
2.50620427,0.07169366,2.48453941,7.91392573,3.18888396,-0.02612123,0.99637863,-0.01586827,2.20101649,0.39410541,0.07125900,0.02550256,0.29870448,0.11083243,3.20687219,3.01590871,0.01841297,9.00624725,6.25912530,6.56003379
0.03925675,0.05406995,1.24579810,1.01298205,-0.12498650,3.36810283,0.99726556,4.76800935,-0.07694239,3.25159658,0.01134613,6.98818242,0.15004179,0.00845378,6.68892862,1.34763486,8.17260794,5.68519465,0.08768269,1.98542989
0.11603424,0.06865014,2.63564423,5.28632589,0.85700420,0.25565497,1.17468429,-0.03838351,0.06892705,0.00848096,0.07527685,0.64601550,0.71878431,0.35109370,1.38319317,1.38721530,1.76119129,0.25349778,1.82053945,4.36464511
5.28648149,0.06636181,7.05454109,3.34045566,-0.09414052,-0.00704022,6.07071185,-0.13455193,-0.09604913,1.77464637,0.05075369,0.37550503,0.00288869,0.12708616,5.52828338,5.11101889,4.20811088,6.22941477,-0.06407878,-0.16098693
2.81085682,0.04997214,1.22044011,4.78778580,0.17992048,1.87175543,3.03338795,2.56035801,1.04516530,3.89597411,0.01448424,2.85052685,-0.06428336,-0.01381337,2.37334303,0.75868801,5.36329575,8.38647611,0.04505980,2.53641506
0.72322656,0.06448232,4.74610829,5.06796158,0.26665165,0.06766669,1.27890947,0.17719773,-0.04079939,0.44245513,0.05748924,3.40142858,1.51846981,0.33415462,5.31247829,4.78770377,4.74184738,4.22679809,3.00048862,5.76359020
-0.10059935,0.05656558,-0.03618819,0.03336456,0.26042417,1.78847581,-0.06858143,2.54775978,0.31329672,1.23817080,0.08260746,3.71351845,0.14250753,0.02859543,3.74345314,0.42975391,2.89839661,3.54421401,1.55776723,1.36187705
