1.61295604,-0.19439480,0.37880845,3.61189347,2.49489190,-0.08771322,0.32041313,0.11675899,2.29312098,0.34793060,4.81784529,1.16934227,3.87654876,2.51158144,-0.04008704,2.04481086,3.45024482,2.77182427,2.23989676,4.42776550
1.32347072,1.17070087,1.30022826,1.57261590,0.81583640,-0.00961529,0.45039257,-0.03911523,4.01243463,1.69298646,7.50568266,2.35192671,3.74772089,2.38654176,0.00065095,2.60819116,0.70083751,4.19636296,1.04549684,5.43891874
2.05341992,1.53511354,1.21221498,3.13525131,-0.02482657,0.18428253,1.33361503,0.32254657,1.97472760,-0.02175658,0.60769043,2.22750965,1.08790555,1.57179127,0.12247551,1.83264982,0.67251001,1.89544656,0.99194802,0.12881657
2.95308714,0.24609597,1.73015627,5.53125136,0.48667775,-0.00039919,1.27524169,0.01676696,2.51044946,0.15631104,0.74418099,-0.01756387,0.30104165,2.92421517,-0.05025573,0.75414284,0.62443442,0.99096724,0.11005106,1.48036651
2.07329096,0.94011700,1.06645194,6.49979982,-0.31934633,-0.03549641,1.98036308,0.04718470,1.78462934,-0.02414050,2.43311797,2.78652845,4.30602914,2.11049130,-0.03564328,0.66790992,0.36577392,2.76239158,3.68521292,1.14446965
2.83252526,0.23221912,2.05872464,5.04493601,1.47511715,0.09260685,-0.77903088,0.01913648,4.36500722,0.05135961,3.67640633,1.02649861,2.56329160,2.90843751,0.05876577,2.85794924,0.79761808,3.95385756,2.18242415,4.11971905
3.39265330,0.19090422,0.25731344,6.55223701,1.19697321,-0.02719546,1.49537340,0.30404730,1.72333890,-0.08976669,-0.01112710,-0.05729511,0.55366965,3.06652415,0.06633843,-0.12119401,1.80091513,0.77770749,0.04668962,2.02338225
3.53986860,0.54657191,0.88005055,6.65592538,2.46169732,0.06064201,-0.22099576,-0.00077212,4.04688183,0.17636186,4.65422372,0.27576797,4.19319246,4.56411425,0.01852388,1.20231000,4.32440104,2.08061061,1.79523791,5.85296308
2.07251864,-0.08663547,0.37086772,4.59439501,0.47311553,-0.07445919,0.92272990,0.12093043,0.31232081,-0.06918735,0.18721346,-0.05822327,0.55897966,2.15115557,0.02208818,-0.10925972,1.23026292,0.48428266,-0.24000498,1.23590647
1.18450637,0.91352034,0.70514366,3.73805957,0.38734227,0.14002022,2.63441923,0.05674236,3.30531261,0.02622171,0.74699212,2.90529655,3.43441194,1.60840404,0.09720451,3.26741515,1.43949412,1.75700315,2.65352865,-0.07113567
4.22937373,-0.20735134,0.39196566,5.72756812,3.61643373,-0.17314687,-0.54723039,0.02913785,2.00202725,-0.05794590,3.19425649,0.16180353,3.83727618,4.03821658,0.03040303,0.59897968,3.84148624,1.11025055,1.02847548,4.88452400
1.40578467,0.05662227,1.96174736,1.39718212,0.40637937,0.06285285,0.68561899,0.06890060,2.40928055,0.01624827,1.66566834,-0.23737865,0.95657749,2.40435014,0.06806194,1.34307011,1.22709325,-0.22315410,0.24813177,0.42413552
3.87388568,0.09439023,0.55384456,4.56716933,3.11972487,0.00031720,-0.36164353,0.15146705,1.53488140,0.17431170,3.93515985,-0.46112164,2.79894582,4.32499506,-0.01970047,0.57023994,5.43101162,0.83235290,0.04514504,5.42322707
3.60658122,0.35870947,0.88405914,4.31215809,0.90403927,0.22651314,2.75399380,-0.04785625,6.97176514,0.04212215,2.81990050,2.98849067,3.63240789,1.34196805,0.20631908,4.20561927,0.25998118,1.90118554,2.93709213,0.98346462
2.08966832,-0.05887377,0.66202230,4.35659329,0.15185260,0.07056358,0.95113263,0.01878201,0.53218119,-0.03695943,0.17524843,-0.21645297,0.40075252,2.39439919,-0.00482198,0.06472790,1.73254910,-0.02902951,-0.06095176,1.28804764
0.93382859,0.78116982,0.83496926,5.59792822,0.44550058,0.15057355,0.68400249,-0.06691137,0.29710201,0.22331662,5.42387671,1.73965986,4.81916667,2.22017375,0.00815580,1.53682277,-0.14727900,4.22731978,4.10169178,1.81182032
3.96190653,1.09454471,0.78832740,3.44480510,2.78290079,0.05727346,-0.17236952,-0.02974573,4.50892754,0.41589889,3.34859563,1.13577262,2.24815939,1.40711199,0.04784862,2.72905715,-0.11812238,3.17179572,2.74827131,3.39098148
1.70037458,0.06546966,2.94442236,6.77790612,0.53159887,0.01408251,1.59836906,-0.07549758,3.85451871,-0.02431467,2.99676328,0.43862762,3.32020187,4.56471212,-0.04214659,1.58793811,2.49216542,1.99472432,1.85135219,1.69035686
1.39394788,0.05099490,-0.17862636,1.48495151,0.77384012,0.41200513,1.10745013,0.07760908,3.95513594,0.03984346,1.66008266,1.68351626,1.61757526,0.47781333,-0.01875839,1.76963968,1.56748169,0.02847744,0.67837097,0.37222537
1.53876930,-0.25937533,0.63352108,4.78345600,1.01592199,-0.01461283,0.61423602,-0.00679240,0.73334267,-0.07969439,1.54783307,0.76588876,3.28485049,2.43328024,-0.03039717,0.72260303,1.79363659,1.44938036,2.00992398,1.54494646
4.04562932,2.59869016,2.47649941,5.93882381,1.90989850,0.09917265,1.96842976,-0.09885261,4.90893615,0.17553048,1.17694303,3.20663035,3.08314975,1.23000447,0.03595468,1.97886550,0.62368355,2.37201078,3.37703486,0.43437843
1.84406058,1.11106875,1.36979271,1.82824257,1.13748837,0.01446745,0.57288709,0.02524541,3.41920628,1.66810978,7.85637725,2.09966206,3.75011889,2.83800894,-0.09126713,2.13622386,1.41677182,3.77343868,1.40614107,5.28414986
1.79157185,0.08715066,0.90066582,4.17691427,0.77370805,0.16296378,1.00912635,-0.01242392,1.98495911,-0.02864103,1.43466743,1.63820502,2.24583682,1.22053436,0.01511735,1.76816375,0.76518548,1.33968732,1.99917873,0.94031451
2.94228909,0.27563376,1.63979672,5.66216541,0.72955067,0.00575724,1.15326094,0.01033596,2.34173174,0.11027195,0.71260868,-0.00522328,0.30266716,2.91646296,-0.03313047,0.55997497,0.27951167,1.18135279,0.41405691,1.62167638
2.49158312,-0.42452202,-0.08153329,2.62945023,1.20320501,-0.06215966,0.09745595,0.13903629,2.74268847,0.04553748,3.03315038,1.01150732,2.93435701,1.91283718,0.02528722,1.27540588,0.56024526,1.39525496,0.31205018,2.54474658
